Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed
58,2016-02-28,4.5,8.0,2.1,0.0,8.4,3.5
59,2016-02-29,6.9,11.8,1.9,0.0,0.4,6.0
60,2016-03-01,0.8,3.4,-1.2,0.5,7.1,7.9
61,2016-03-02,1.8,5.6,-1.3,0.0,5.1,3.7
62,2016-03-03,6.2,10.0,1.8,0.0,4.5,5.5
63,2016-03-04,4.6,8.8,2.9,0.0,3.9,2.4
64,2016-03-05,6.0,9.9,3.0,0.0,2.4,2.3
65,2016-03-06,8.5,10.9,7.0,1.0,0.0,2.4
66,2016-03-07,10.4,14.2,7.8,7.5,0.0,3.6
67,2016-03-08,9.3,12.8,7.3,0.5,3.4,3.3
68,2016-03-09,5.0,7.9,3.9,0.0,0.0,4.2
69,2016-03-10,4.0,6.6,2.0,0.0,6.1,6.0
70,2016-03-11,3.0,8.2,0.8,0.0,7.6,3.1
71,2016-03-12,3.4,8.9,-0.2,0.0,9.7,3.0
72,2016-03-13,5.1,8.0,1.7,0.0,4.0,1.8
73,2016-03-14,5.4,6.4,4.4,2.5,0.0,3.1
74,2016-03-15,5.6,8.1,3.3,0.0,10.1,8.0
75,2016-03-16,7.6,10.9,4.7,0.0,7.3,4.0
76,2016-03-17,10.8,16.2,7.0,0.0,10.8,3.4
77,2016-03-18,11.2,15.1,8.6,0.0,8.5,2.5
78,2016-03-19,11.2,14.4,9.2,1.5,0.5,3.1
79,2016-03-20,7.6,10.0,4.6,0.5,4.2,6.4
80,2016-03-21,5.3,8.5,3.0,0.0,8.6,5.5
81,2016-03-22,8.2,11.2,4.6,0.0,7.6,3.8
82,2016-03-23,7.1,11.2,4.6,0.0,7.8,5.2
83,2016-03-24,5.4,9.4,2.7,0.0,7.7,5.4
84,2016-03-25,4.5,9.0,1.1,0.0,9.3,5.5
85,2016-03-26,5.8,10.6,2.3,0.0,6.2,3.0
86,2016-03-27,7.6,11.8,3.0,0.0,11.8,2.2
87,2016-03-28,9.2,15.0,6.1,0.0,10.5,2.5
88,2016-03-29,9.0,14.1,6.0,0.0,11.3,2.0
89,2016-03-30,10.5,16.4,7.2,2.5,10.0,2.2
90,2016-03-31,10.7,15.4,6.4,0.0,11.3,4.5
91,2016-04-01,8.5,13.3,6.1,0.0,9.1,3.9
92,2016-04-02,7.8,9.5,7.0,0.0,0.0,1.7
93,2016-04-03,11.4,15.0,7.8,0.0,3.5,4.1
94,2016-04-04,7.4,11.8,5.4,35.5,0.0,5.9
95,2016-04-05,8.6,13.0,5.4,0.0,10.5,2.7
96,2016-04-06,10.8,16.1,7.8,0.0,11.9,3.1
97,2016-04-07,9.4,11.0,7.6,59.0,0.0,3.7
98,2016-04-08,12.1,15.9,9.8,0.0,3.6,5.6
99,2016-04-09,12.1,15.5,8.1,0.0,10.6,3.4
100,2016-04-10,9.3,14.2,6.6,0.0,6.0,3.5
101,2016-04-11,5.3,9.3,1.9,4.5,4.5,7.1
102,2016-04-12,7.4,13.2,2.9,0.0,11.9,3.4
103,2016-04-13,11.2,14.1,8.8,0.0,8.6,3.2
104,2016-04-14,10.9,12.9,8.5,22.5,0.2,2.7
105,2016-04-15,10.2,13.7,6.8,0.0,11.7,8.9
106,2016-04-16,10.1,13.3,6.9,0.0,8.9,3.0
107,2016-04-17,13.2,17.2,10.3,7.0,0.9,5.6
108,2016-04-18,14.0,18.3,11.1,0.0,3.6,3.3
109,2016-04-19,11.8,17.5,8.6,0.0,9.8,3.9
110,2016-04-20,10.0,13.9,5.4,0.0,10.6,3.1
111,2016-04-21,12.1,15.0,9.1,3.5,2.4,2.4
112,2016-04-22,10.6,13.6,9.5,4.5,1.1,3.5
113,2016-04-23,12.1,15.3,8.8,0.0,6.9,1.9
114,2016-04-24,12.9,18.6,9.1,0.0,7.9,3.5
115,2016-04-25,11.9,16.3,8.3,0.0,12.0,1.9
116,2016-04-26,11.9,18.4,8.3,0.0,11.1,2.6
117,2016-04-27,10.7,15.1,8.2,0.0,8.8,2.8
118,2016-04-28,10.3,12.2,8.7,61.5,0.0,5.8
119,2016-04-29,9.7,12.7,7.1,6.0,3.7,6.1
120,2016-04-30,10.5,15.1,5.9,0.5,10.5,5.0
121,2016-05-01,8.8,11.5,8.1,9.0,0.1,3.0
122,2016-05-02,10.6,13.2,7.6,0.0,0.0,1.2
123,2016-05-03,13.8,16.9,11.3,0.0,5.7,3.9
124,2016-05-04,13.5,15.7,11.7,10.0,0.2,4.9
125,2016-05-05,16.2,20.5,11.7,0.0,5.7,4.3
126,2016-05-06,14.6,19.0,12.1,0.0,6.0,3.3
127,2016-05-07,15.0,21.5,12.8,0.0,6.6,4.3
128,2016-05-08,16.1,20.2,12.5,0.0,13.2,7.2
129,2016-05-09,13.8,17.1,10.0,0.0,9.9,3.1
130,2016-05-10,11.9,14.5,11.1,25.0,0.0,4.9
131,2016-05-11,12.1,14.8,11.0,6.0,0.0,2.7
132,2016-05-12,15.3,19.2,12.8,0.0,10.8,5.1
133,2016-05-13,16.0,19.5,12.9,0.0,12.4,2.6
134,2016-05-14,13.1,16.5,11.1,0.0,10.0,6.2
135,2016-05-15,12.3,17.3,10.0,0.0,12.3,4.0
136,2016-05-16,14.0,18.6,10.6,0.0,9.0,2.9
137,2016-05-17,12.7,15.3,10.5,29.5,0.0,3.4
138,2016-05-18,14.5,19.1,9.8,0.0,13.4,2.6
139,2016-05-19,13.5,16.5,11.1,0.0,13.0,3.4
140,2016-05-20,13.2,16.5,11.3,0.0,7.1,2.9
141,2016-05-21,13.0,13.8,11.8,4.0,0.0,4.1
142,2016-05-22,14.6,20.2,12.2,0.5,8.2,1.9
143,2016-05-23,18.4,27.5,12.2,0.0,13.4,2.2
144,2016-05-24,15.9,19.0,14.4,0.0,7.6,2.4
145,2016-05-25,16.5,17.9,15.2,0.0,0.0,2.3
146,2016-05-26,17.4,20.7,15.0,0.0,2.6,2.9
147,2016-05-27,15.9,17.8,14.6,12.0,2.7,2.6
148,2016-05-28,16.8,21.2,13.4,0.0,12.5,2.2
149,2016-05-29,16.2,20.0,14.0,0.0,10.8,2.3
150,2016-05-30,17.0,21.4,14.4,0.0,5.7,2.0
151,2016-05-31,16.8,20.0,14.6,0.0,2.1,1.7
152,2016-06-01,16.3,20.1,13.2,0.0,10.0,6.9
153,2016-06-02,14.6,17.7,12.0,0.0,8.5,6.6
154,2016-06-03,14.7,19.5,11.0,0.0,12.6,2.3
155,2016-06-04,17.7,20.9,12.7,0.0,11.1,2.4
156,2016-06-05,16.2,21.1,13.1,0.0,1.3,3.7
157,2016-06-06,15.2,19.6,12.4,0.0,10.2,2.2
158,2016-06-07,16.3,20.1,12.8,0.0,10.1,1.6
159,2016-06-08,17.7,20.7,15.7,0.0,5.6,2.5
160,2016-06-09,17.8,19.0,16.7,35.0,0.9,2.5
161,2016-06-10,19.6,24.4,16.2,0.0,14.3,2.2
162,2016-06-11,16.8,19.8,14.9,0.0,4.0,2.9
163,2016-06-12,18.3,21.9,15.3,0.0,5.6,2.2
164,2016-06-13,17.0,18.6,15.7,29.5,0.0,2.8
165,2016-06-14,16.8,18.6,15.6,1.5,3.9,6.0
166,2016-06-15,17.5,20.3,15.8,0.0,0.0,1.5
167,2016-06-16,17.3,18.2,16.8,7.5,0.0,3.6
168,2016-06-17,20.1,23.6,16.9,5.5,6.3,2.1
169,2016-06-18,21.7,26.6,18.1,0.0,13.7,3.4
170,2016-06-19,20.3,24.9,17.3,0.0,0.7,2.3
171,2016-06-20,20.3,23.5,18.4,47.5,5.0,3.1
172,2016-06-21,20.3,24.2,18.2,0.0,6.1,2.7
173,2016-06-22,18.8,21.5,17.5,2.0,0.0,2.1
174,2016-06-23,17.6,18.2,17.0,70.0,0.0,6.0
175,2016-06-24,18.8,21.0,17.3,6.5,0.1,2.3
176,2016-06-25,21.0,25.0,18.9,28.5,0.2,3.1
177,2016-06-26,20.5,24.1,18.1,1.0,10.4,4.4
178,2016-06-27,19.9,24.2,16.9,0.0,12.7,3.0
179,2016-06-28,18.8,20.6,17.7,8.5,0.0,1.5
180,2016-06-29,20.4,24.6,17.2,0.0,10.1,1.4
181,2016-06-30,19.8,21.2,18.7,0.5,0.0,1.9
182,2016-07-01,21.4,25.5,19.1,0.0,13.0,1.9
183,2016-07-02,20.7,22.9,18.7,0.0,0.0,2.7
184,2016-07-03,23.4,26.6,20.6,0.0,1.2,3.1
185,2016-07-04,22.0,28.4,17.3,0.0,8.1,3.5
186,2016-07-05,17.3,19.0,16.3,0.0,0.1,5.2
187,2016-07-06,19.2,22.1,17.1,18.5,0.0,3.0
188,2016-07-07,17.9,22.4,16.6,0.5,1.1,3.9
189,2016-07-08,19.5,22.4,16.3,0.0,6.3,1.5
190,2016-07-09,20.7,22.5,19.6,8.0,1.0,1.3
191,2016-07-10,23.4,28.3,19.7,0.0,10.2,2.2
192,2016-07-11,21.1,24.5,16.8,0.0,11.5,2.0
193,2016-07-12,20.0,23.2,17.1,0.0,13.1,1.4
194,2016-07-13,20.1,23.8,17.9,15.5,1.1,1.5
195,2016-07-14,19.5,21.3,18.6,8.5,1.5,3.7
196,2016-07-15,18.6,21.2,17.4,0.0,3.9,6.1
197,2016-07-16,19.9,23.6,17.7,0.0,5.6,0.8
198,2016-07-17,20.2,22.4,18.9,1.0,0.0,1.1
199,2016-07-18,22.8,27.9,20.1,0.0,10.4,2.0
200,2016-07-19,23.7,30.7,19.9,0.0,12.0,1.7
201,2016-07-20,21.4,25.7,19.2,0.0,5.0,3.2
202,2016-07-21,20.0,22.7,18.6,0.0,0.4,2.3
203,2016-07-22,19.6,23.4,17.6,0.0,9.3,4.8
204,2016-07-23,18.8,20.1,17.5,0.0,2.3,5.8
205,2016-07-24,19.4,20.8,18.0,0.0,0.2,5.2
206,2016-07-25,21.1,23.8,19.7,0.0,4.3,1.8
207,2016-07-26,21.8,25.0,19.8,0.0,3.4,2.0
208,2016-07-27,22.2,23.9,21.4,0.0,0.1,2.8
209,2016-07-28,23.0,26.1,21.2,0.0,2.4,2.5
210,2016-07-29,23.9,27.2,21.6,0.0,11.5,2.2
211,2016-07-30,24.2,27.3,21.6,0.0,13.0,1.9
212,2016-07-31,23.9,27.5,22.1,0.0,6.9,1.6
213,2016-08-01,22.9,24.5,21.6,5.5,4.3,4.1
214,2016-08-02,23.1,26.9,21.6,0.0,6.7,1.3
215,2016-08-03,24.0,27.2,21.6,0.0,7.1,1.4
216,2016-08-04,25.3,29.2,22.4,0.0,12.9,1.5
217,2016-08-05,25.3,29.7,21.9,0.0,13.1,2.6
218,2016-08-06,24.4,26.8,22.4,0.0,12.9,2.5
219,2016-08-07,24.1,27.2,22.1,0.0,10.6,1.1
220,2016-08-08,22.7,24.2,21.6,23.5,2.3,6.4
221,2016-08-09,25.0,30.1,21.7,16.0,7.0,7.2
222,2016-08-10,23.2,26.6,20.9,0.0,5.4,2.8
223,2016-08-11,22.1,26.0,20.1,0.0,10.3,1.8
224,2016-08-12,21.7,25.9,19.6,0.0,9.6,1.1
225,2016-08-13,22.0,25.7,19.5,0.0,12.8,1.2
226,2016-08-14,21.8,24.8,19.0,0.0,12.4,2.4
227,2016-08-15,23.1,26.5,20.4,0.0,2.3,2.0
228,2016-08-16,25.3,28.3,23.1,1.5,7.4,1.7
229,2016-08-17,24.4,26.3,23.2,40.0,1.7,3.7
230,2016-08-18,23.2,24.3,22.3,57.5,0.0,1.7
231,2016-08-19,24.0,26.7,22.7,2.5,5.2,2.5
232,2016-08-20,24.5,27.0,23.0,1.5,5.9,3.2
233,2016-08-21,24.6,26.7,22.8,5.0,8.5,5.2
234,2016-08-22,24.6,27.1,23.0,21.5,1.8,3.3
235,2016-08-23,24.8,28.8,22.5,0.5,5.4,3.0
236,2016-08-24,23.3,26.6,22.1,0.0,5.1,2.2
237,2016-08-25,24.3,27.3,22.2,0.0,11.0,2.2
238,2016-08-26,24.3,27.6,21.7,6.5,9.4,3.3
239,2016-08-27,20.0,21.8,18.9,21.0,0.0,8.3
240,2016-08-28,20.6,21.8,19.9,0.5,0.4,8.0
241,2016-08-29,23.3,25.1,21.1,2.5,1.2,4.4
242,2016-08-30,23.6,25.7,21.5,37.0,0.6,5.7
243,2016-08-31,23.8,26.9,21.3,0.0,12.0,2.4
244,2016-09-01,24.0,27.6,22.1,0.0,11.9,1.7
245,2016-09-02,22.6,24.2,21.8,0.0,0.3,4.1
246,2016-09-03,23.6,27.5,21.8,0.0,8.7,2.9
247,2016-09-04,23.0,24.9,21.8,0.5,0.0,3.1
248,2016-09-05,25.1,28.3,23.0,0.0,8.8,1.6
249,2016-09-06,25.3,27.8,23.3,0.0,6.3,2.8
250,2016-09-07,23.6,27.5,22.0,0.0,2.4,2.4
251,2016-09-08,22.8,24.6,21.5,42.0,0.0,3.8
252,2016-09-09,24.1,28.2,21.2,10.5,9.5,3.5
253,2016-09-10,23.9,28.2,20.6,0.0,11.3,2.7
254,2016-09-11,21.0,21.8,19.9,0.0,0.0,5.2
255,2016-09-12,20.9,21.6,19.9,0.0,0.0,6.3
256,2016-09-13,19.8,21.8,18.8,11.5,0.0,3.0
257,2016-09-14,20.8,24.4,18.9,2.5,4.0,3.7
258,2016-09-15,21.6,25.2,19.8,0.0,4.4,2.0
259,2016-09-16,21.2,23.9,19.8,0.0,0.7,1.3
260,2016-09-17,21.9,24.3,20.5,1.5,2.1,1.7
261,2016-09-18,19.1,20.6,18.2,9.0,0.0,3.1
262,2016-09-19,19.0,19.5,17.7,3.5,0.0,3.9
263,2016-09-20,17.4,19.0,15.5,23.0,0.0,7.3
264,2016-09-21,18.5,20.5,15.7,1.0,8.5,6.5
265,2016-09-22,19.9,24.1,17.6,31.0,0.9,2.1
266,2016-09-23,20.1,22.3,18.6,8.0,0.8,3.0
267,2016-09-24,20.2,22.9,18.1,13.5,7.1,2.0
268,2016-09-25,21.3,24.2,19.2,0.0,8.3,1.4
269,2016-09-26,21.1,22.8,20.0,1.0,0.0,1.6
270,2016-09-27,21.2,24.1,19.0,7.0,1.9,0.9
271,2016-09-28,22.8,24.2,21.4,1.0,0.2,2.6
272,2016-09-29,19.3,22.1,16.5,12.0,0.2,4.0
273,2016-09-30,18.3,21.1,15.2,0.0,8.6,2.7
274,2016-10-01,19.2,22.4,17.4,0.0,7.9,2.8
275,2016-10-02,19.8,23.9,17.6,0.0,10.3,1.5
276,2016-10-03,20.7,23.4,17.6,0.0,0.0,1.9
277,2016-10-04,21.9,24.9,17.5,0.0,7.2,5.4
278,2016-10-05,19.5,22.9,16.6,3.5,0.7,3.5
279,2016-10-06,20.2,23.3,16.9,2.0,9.3,6.2
280,2016-10-07,16.4,19.3,14.6,0.0,6.0,4.1
281,2016-10-08,20.0,21.1,17.8,9.0,0.0,3.0
282,2016-10-09,17.9,22.7,13.1,2.5,0.3,4.7
283,2016-10-10,14.6,17.6,13.2,0.0,5.2,4.5
284,2016-10-11,14.3,17.1,12.1,0.0,6.0,3.0
285,2016-10-12,14.8,19.8,10.9,0.0,6.4,5.3
286,2016-10-13,13.3,16.4,10.7,0.0,5.4,2.6
287,2016-10-14,15.1,18.7,11.9,0.0,9.1,2.5
288,2016-10-15,16.9,20.4,13.9,0.0,8.9,1.9
289,2016-10-16,17.9,21.4,14.6,0.0,10.1,2.2
290,2016-10-17,19.4,20.5,17.2,1.5,0.1,3.2
291,2016-10-18,19.5,23.3,18.0,0.0,3.4,2.6
292,2016-10-19,17.4,20.9,15.7,0.0,10.1,2.1
293,2016-10-20,17.2,23.3,11.0,0.0,10.1,6.5
294,2016-10-21,12.4,15.4,10.5,0.0,8.7,5.4
295,2016-10-22,13.1,16.5,10.1,0.0,6.3,2.7
296,2016-10-23,13.4,15.8,9.8,0.0,7.0,6.7
297,2016-10-24,11.8,15.9,8.1,0.0,8.9,5.7
298,2016-10-25,14.9,18.7,10.8,6.5,7.5,3.6
299,2016-10-26,19.0,21.8,16.9,0.0,8.0,2.8
300,2016-10-27,13.0,17.1,10.7,0.0,9.3,6.7
301,2016-10-28,11.4,12.8,9.8,19.0,0.0,3.2
302,2016-10-29,10.5,13.4,7.9,7.0,4.6,6.6
303,2016-10-30,10.2,14.6,7.6,0.0,6.6,4.1
304,2016-10-31,13.5,16.3,9.7,0.0,0.3,3.1
305,2016-11-01,10.7,14.6,6.9,1.5,0.0,6.3
306,2016-11-02,9.0,12.4,6.9,0.0,8.6,4.0
307,2016-11-03,11.7,16.1,7.7,0.0,7.3,4.5
308,2016-11-04,9.7,12.4,7.1,0.0,8.3,4.7
309,2016-11-05,15.5,18.4,10.6,0.0,7.8,3.1
310,2016-11-06,10.0,17.1,5.8,0.0,5.9,7.9
311,2016-11-07,8.0,11.5,5.4,0.0,6.4,3.6
312,2016-11-08,12.3,15.1,9.3,0.0,4.1,3.2
313,2016-11-09,6.5,11.2,3.6,0.0,8.4,7.7
314,2016-11-10,6.3,8.8,3.5,0.0,1.8,4.1
315,2016-11-11,9.7,11.6,6.4,21.5,0.0,1.9
316,2016-11-12,12.7,16.5,10.0,0.5,9.1,3.2
317,2016-11-13,13.3,16.5,10.1,0.0,8.6,2.5
318,2016-11-14,13.5,16.1,10.9,0.0,3.4,1.9
319,2016-11-15,14.5,18.6,9.5,0.0,5.5,4.5
320,2016-11-16,8.6,10.6,7.1,0.0,8.9,7.6
321,2016-11-17,7.9,9.8,6.3,0.0,0.7,4.5
322,2016-11-18,10.1,13.5,5.9,0.0,9.1,3.2
323,2016-11-19,11.8,12.9,10.3,8.5,0.0,3.5
324,2016-11-20,13.4,16.5,10.3,0.0,2.0,3.6
325,2016-11-21,10.5,12.6,8.7,0.0,6.3,4.2
326,2016-11-22,12.7,16.3,7.3,6.5,6.7,3.7
327,2016-11-23,4.4,7.3,2.9,3.5,3.0,6.9
328,2016-11-24,3.5,5.2,2.5,0.0,0.8,5.7
329,2016-11-25,5.0,7.2,2.3,0.0,1.7,3.5
330,2016-11-26,7.5,11.4,3.9,0.0,8.5,2.6
331,2016-11-27,10.9,12.4,9.1,6.5,0.0,3.6
332,2016-11-28,7.9,9.6,5.8,2.0,5.2,6.6
333,2016-11-29,5.4,7.1,2.8,0.0,5.8,6.9
334,2016-11-30,5.3,9.0,2.6,0.0,5.9,3.1
335,2016-12-01,11.1,13.4,8.9,20.5,0.0,2.8
336,2016-12-02,7.7,10.2,5.3,0.0,8.9,8.2
337,2016-12-03,10.7,13.3,8.9,0.0,8.9,3.2
338,2016-12-04,11.7,14.8,8.7,0.0,7.1,1.6
339,2016-12-05,12.3,14.3,10.1,0.0,6.4,3.4
340,2016-12-06,7.9,14.8,2.2,1.0,6.8,8.4
341,2016-12-07,3.8,5.9,2.0,0.5,6.5,4.5
342,2016-12-08,5.2,7.3,3.2,0.5,8.2,3.8
343,2016-12-09,9.0,11.6,5.3,0.5,5.7,3.7
344,2016-12-10,3.5,7.0,0.9,0.0,3.4,5.6
345,2016-12-11,1.4,3.9,-0.3,0.0,6.1,4.8
346,2016-12-12,3.4,6.6,-0.3,0.0,7.3,3.7
347,2016-12-13,8.8,11.4,5.4,2.0,4.1,3.3
348,2016-12-14,4.9,7.7,2.1,29.5,0.3,8.6
349,2016-12-15,2.9,5.5,1.0,0.0,6.4,5.8
350,2016-12-16,1.7,4.9,0.2,0.0,6.5,6.0
351,2016-12-17,3.4,5.4,0.8,0.0,7.6,6.5
352,2016-12-18,9.0,11.8,5.0,0.0,7.1,3.8
353,2016-12-19,10.2,12.0,7.8,0.0,0.7,4.1
354,2016-12-20,10.1,13.3,8.1,0.0,5.9,3.3
355,2016-12-21,9.6,12.2,7.2,0.0,7.2,2.5
356,2016-12-22,13.8,17.1,9.0,3.5,0.0,4.3
357,2016-12-23,10.7,16.3,4.1,6.5,7.7,7.2
358,2016-12-24,4.0,6.2,2.4,0.0,5.8,7.3
359,2016-12-25,4.6,7.6,1.4,0.0,6.2,3.7
360,2016-12-26,6.5,9.8,3.6,0.0,1.8,1.8
361,2016-12-27,6.5,9.5,3.7,4.0,0.0,6.3
362,2016-12-28,2.4,4.0,0.8,0.0,8.0,7.6
363,2016-12-29,5.0,9.3,1.7,0.0,3.6,4.8
364,2016-12-30,2.1,4.2,0.6,0.0,7.3,5.2
365,2016-12-31,5.5,8.3,2.9,0.0,2.4,3.3
366,2017-01-01,5.8,8.1,4.0,0.0,6.0,4.7
367,2017-01-02,8.5,11.7,6.0,0.0,1.4,2.6
368,2017-01-03,5.9,7.8,4.3,0.0,4.1,5.0
369,2017-01-04,4.2,5.4,3.3,1.0,1.3,3.8
370,2017-01-05,2.5,4.5,0.7,0.0,8.3,7.8
371,2017-01-06,1.9,4.0,0.3,0.0,8.8,7.9
372,2017-01-07,5.1,8.2,1.9,0.0,5.0,4.6
373,2017-01-08,5.7,8.2,4.5,0.5,4.8,2.8
374,2017-01-09,6.2,7.1,4.9,7.0,0.1,5.3
375,2017-01-10,4.9,7.7,1.0,0.0,8.5,6.1
376,2017-01-11,0.0,2.6,-1.6,0.0,8.8,6.0
377,2017-01-12,0.0,2.7,-1.5,0.0,5.3,5.2
378,2017-01-13,0.9,3.1,-0.4,0.0,5.2,4.8
379,2017-01-14,-1.5,0.4,-3.7,0.0,0.4,5.2
380,2017-01-15,-1.9,1.5,-4.5,0.0,8.6,7.1
381,2017-01-16,1.9,4.4,-1.0,0.0,3.3,8.0
382,2017-01-17,3.1,4.9,1.7,0.0,8.6,8.2
383,2017-01-18,4.3,8.4,1.3,0.0,7.2,2.8
384,2017-01-19,4.2,7.1,2.4,0.0,8.2,5.2
385,2017-01-20,4.1,7.8,1.7,0.5,1.5,2.5
386,2017-01-21,3.3,5.3,1.9,4.0,5.2,7.0
387,2017-01-22,4.7,9.1,1.8,0.0,4.3,3.9
388,2017-01-23,0.9,2.8,-0.9,0.0,5.2,5.5
389,2017-01-24,-1.2,1.5,-2.6,0.0,6.8,4.3
390,2017-01-25,0.5,3.9,-2.6,0.0,7.3,3.9
391,2017-01-26,4.3,7.5,1.0,0.0,8.8,4.8
392,2017-01-27,6.8,11.3,2.1,0.0,1.1,5.7
393,2017-01-28,3.4,6.0,1.5,0.0,8.8,7.4
394,2017-01-29,5.0,7.8,2.0,0.0,4.5,2.1
395,2017-01-30,6.0,9.0,1.4,0.5,1.5,6.0
396,2017-01-31,1.4,4.4,-1.1,0.0,7.4,7.0
397,2017-02-01,3.4,8.4,-1.8,0.0,6.4,5.0
398,2017-02-02,-1.3,1.1,-3.6,1.0,8.4,9.8
399,2017-02-03,2.1,5.0,-1.4,0.0,8.0,5.9
400,2017-02-04,5.7,8.3,3.3,0.0,8.9,6.2
401,2017-02-05,6.8,9.8,4.6,1.0,3.2,1.8
402,2017-02-06,5.8,10.7,2.6,5.0,4.0,6.4
403,2017-02-07,1.6,4.4,-0.8,0.5,7.5,6.8
404,2017-02-08,1.6,5.0,-0.9,0.0,5.3,5.1
405,2017-02-09,2.3,3.7,1.5,4.5,0.0,2.1
406,2017-02-10,2.3,3.6,0.8,8.0,0.0,6.6
407,2017-02-11,2.7,6.9,-0.2,0.0,9.2,4.2
408,2017-02-12,3.5,6.7,1.3,0.0,6.8,6.3
409,2017-02-13,4.0,7.4,1.7,0.0,9.6,5.6
410,2017-02-14,3.3,6.5,1.6,0.5,6.3,4.5
411,2017-02-15,3.5,6.6,1.1,0.0,8.3,4.8
412,2017-02-16,7.2,10.4,3.2,0.0,9.5,2.9
413,2017-02-17,8.6,14.3,3.1,0.0,5.8,5.9
414,2017-02-18,1.7,4.1,0.0,0.0,5.5,7.5
415,2017-02-19,1.1,3.8,-1.3,0.0,10.0,6.7
416,2017-02-20,5.2,7.6,0.9,0.0,1.0,3.7
417,2017-02-21,1.3,4.2,-0.5,0.0,4.7,8.2
418,2017-02-22,3.3,7.0,-1.0,0.0,7.5,2.9
